"Product Name"," Product Code"," IMEI or Serial Numbers"," Expected"," Counted"
"Evit-C 250 mg",25360,,0,
"Everfresh 0.01",29809,,0,
"Evascon 30 mg",30379,,0,
"Evascon 60 mg",30380,,0,
"Evarin 135 mg",1409,,0,
"Evania 10 mg",28645,,20,
"Evania 25 mg",28646,,24,
"Evalin 5 mg",4225,,0,
"Eval CR 300 mg",30088,,30,
"Eval CR 200 mg",30087,,0,
"Eval CR 500 mg",30089,,30,
"Eval 250 mg/5 ml",24639,,0,
"Eval 250 mg",24640,,0,
Evagren,14725,,3,
"EV Plex B",13885,,0,
"Euticin 3 gm/sachet",25960,,0,
"Euthycin 50 mcg",5727,,0,
"Eusoft 10% w/w",25158,,0,
"Eusef DS 250 mg/5 ml",6882,,0,
"Eusef 1 gm/vial",6885,,0,
"Eusef 500 mg/vial",6884,,0,
"Eusef 125 mg/1.25 ml",6883,,0,
"Eusef 125 mg/5 ml",6881,,0,
"Eusef 500 mg",6880,,0,
"Eurovit-C 250 mg",29007,,0,
EuroSeas,29076,,0,
"Abasaglar 100 IU/ml",26939,,0,
"Exforge 10 mg+160 mg",3099,,0,
"Exephin 1 gm/vial",7984,,0,
"Exephin 500 mg/vial",7986,,0,
"Exephin 2 gm/vial",7988,,4,
"Exephin 250 mg/vial",7982,,0,
"Exelon 1.5 mg",5192,,0,
"Exelon 13.3 mg/24 h (15 cm)",5197,,0,
"Exelon 4.6 mg/24 h (5 cm)",5196,,0,
"Exelon 9.5 mg/24 h (10 cm)",5195,,0,
"Exelon 4.5 mg",5194,,0,
"Exelon 3 mg",5193,,0,
"Excef 200 mg",7561,,0,
"Excef 100 mg/5 ml",7562,,0,
"Excef 400 mg",18724,,0,
"Exalin OS 5 mg/5 ml",32041,,0,
"Exalin 10 mg",26980,,0,
"Exac 150 mg",1697,,0,
"Evonex 500 mg",9431,,0,
"Evoloxin 500 mg",9429,,0,
"Evofix 100 mg/5 ml",28817,,0,
"Evofix 400 mg",28816,,8,
"Evofix 200 mg",28815,,30,
"Evocin 500 mg",9428,,0,
"Evo TS 0.015",9578,,0,
"Evo 125 mg/5 ml",9426,,0,
"Evo 500 mg",9424,,38,
"Abacten 200 mg/5 ml",32906,,0,
"Exolev 500 mg",9543,,0,
"Exmart-20 20 mg",2065,,0,
"Exler 10 mg",12051,,0,
"Exium MUPS 40 mg",26437,,60,
"Exium MUPS 20 mg",26121,,128,
"Exium 40 mg/vial",26438,,5,
"Exium 20 mg",2063,,281,
"Exium 40 mg",2064,,80,
"Exitra (30 mg+100 mg+1.25 mg)/5 ml",4145,,0,
"Exiron 100 mg/5 ml",27964,,0,
"Exipro 20 mg",23333,,0,
"Exipro 40 mg",23334,,0,
"Exipain 100 mg",27723,,0,
"Exinil 1%+0.1%",13048,,0,
"Exilok 40 mg",26131,,0,
"Exilok 20 mg",26130,,0,
"Exilok 40 mg/vial",27722,,0,
"Exifil 100 mg",27203,,0,
"Exifil 50 mg",27202,,0,
"Exicof (14 mg+6.5 mg+2 mg)/5 ml",32978,,0,
"Exiben 200 mg",18719,,0,
"Exiben 100 mg/5 ml",18720,,0,
"Exiben 400 mg",27472,,0,
"Exib 60 mg",20127,,0,
"Exformin ER 1000 mg",31944,,10,
"Exformin ER 500 mg",31945,,50,
"Exforge 5 mg+160 mg",3098,,0,
"Abacten 500 mg",32905,,0,
"Abaclor 250 mg",30731,,0,
"Extranil 5 mg",5133,,0,
"Extracef 250 mg/5 ml",6892,,0,
"Extracef 500 mg",6890,,0,
"Extracef 125 mg/1.25 ml",6893,,0,
"Extracef 125 mg/5 ml",6891,,0,
"Extracef 250 mg",6889,,0,
"Extopel (100 mg+1.1 mg+14 mg)/5 ml",29126,,0,
"Extil Plus (100 mg+1.1 mg+14 mg)/5 ml",32980,,0,
"Expreso (200 mg+15 mg+15 mg)/5 ml",26741,,0,
"Expres 10 mg",26833,,40,
"Expres 5 mg",26832,,60,
"Expoten (30 mg+100 mg+1.25 mg)/5 ml",4146,,0,
"Expillin 4 mg",30815,,0,
"Expillin 2 mg/5 ml",11815,,0,
"Expecto 4 mg/5 ml",4095,,0,
"Expansol 6%+0.9%",27595,,0,
"Exovate N (0.5 mg+5 mg+1 Lac IU)/gm",28871,,7,
"Exovate 0.0005",12583,,3,
"Exor 20 mg",2067,,330,
"Exor 40 mg",2068,,66,
"Exor 40 mg/vial",2069,,0,
"Exophan 10 mg/5 ml",3994,,0,
"Exopan 20 mg",2147,,0,
"Exonid 30 mg/5 ml",30427,,0,
"Exonid 180 mg",30429,,0,
"Exonid 120 mg",30428,,0,
"Exome 20 mg",26152,,0,
"Abaclor 125 mg/1.25 ml",7099,,0,
"Abaclor 125 mg/5 ml",7098,,0,
Eyevi,16191,,30,
"Eyetrop 0.01",16031,,0,
"Eyetin 0.015",26510,,0,
"Eyetear 5% v/v",28362,,0,
"Eyerin 5% v/v",27721,,0,
"Eyephen Plus 0.1%+0.5%",15817,,0,
"Eyephen 0.005",8913,,0,
"Eyemox-D 0.5%+0.1%",28223,,2,
"Eyemox 0.005",9625,,6,
"Eyemist 0.25%+0.3%",29197,,0,
"Eyelia 0.0003",32723,,0,
"Eyefresh 0.003",16128,,0,
"Eyefen 0.0009",15938,,0,
"Eyedew 0.5%+0.9%",18586,,0,
"Eyecaf 0.0025",32364,,0,
"Eyebrom 0.0009",28363,,0,
"Eyebet 0.001",15752,,0,
Eye-Q,16190,,0,
"Eye Relief 0.9905",28446,,0,
"Eye Gel 0.02",27720,,0,
"Exzilor 0.5 mg+10 mg",4337,,0,
"Exworm 400 mg",315,,0,
"Exworm 200 mg/5 ml",316,,0,
"Exuten 0.5 mg+10 mg",4338,,0,
"Extreme 30 mg",16401,,0,
"Extravit X 6 mg+200 mg+50 mg",14057,,0,
"Extravit Plus",13259,,0,
"Extravit M",14199,,0,
"Extravit B",13886,,0,
"Extranil 10 mg/2 ml",5134,,0,
"Abaclor 500 mg",7097,,0,
"Ezyfeel 10 mg",30233,,0,
"EzyColon (10 mg+3.5 gm+12 gm)/sachet",31520,,0,
"EzyColon (10 mg+3.5 gm+12 gm)/160 ml",30828,,0,
"Ezy 200 mg",30787,,0,
"Ezy 100 mg",30788,,0,
"Ezolid 600 mg",21732,,50,
"Ezolid 400 mg",21731,,16,
"Ezitor 10 mg+10 mg",32662,,80,
"Ezitor 20 mg+10 mg",32663,,0,
"Ezith 500 mg",8639,,0,
"Ezith 200 mg/5 ml",8640,,0,
"Ezith 250 mg",25611,,0,
"Eziride 150 mcg",20942,,0,
"Ezipas 0.4 mg",15608,,0,
"Eziflo-D 0.4 mg+0.5 mg",24796,,20,
"Eziflo 0.4 mg",24790,,40,
"Ezide 80 mg",5231,,0,
"Ezex 0.0005",12607,,0,
"Ezevent 10 mg",22644,,0,
"Ezetrol 10 mg",3336,,20,
"Ezetim 10 mg",3335,,0,
"Ezeta 10 mg",3334,,0,
"Ezemove 100 mg",45,,0,
"Ezair 10 mg",29276,,0,
"EZ-20 20 mg",2070,,0,
"Eytob 0.003",26911,,0,
"Eytex 0.1%+0.3%",15849,,0,
Eylon,15891,,3,
"Abac 125 mg/1.25 ml",6778,,0,
"Facticin 320 mg",9402,,0,
"Facid HC 2%+1%",12665,,13,
"Facid 15gm",16551,,4,
"Facid BT 0.02",8924,,0,
"Facid 250 mg",24599,,40,
"Fabetor 90 mg",26440,,0,
"Fabetor 120 mg",26439,,0,
"Fabetor 60 mg",28697,,0,
"F+F 150 mg+0.5 mg",13203,,0,
"F-Zol 200 mg/100 ml",9928,,0,
"F-Zol 50 mg/5 ml",9927,,0,
"F-Zol 200 mg",9926,,0,
"F-Zol 150 mg",9925,,0,
"F-Zol 50 mg",9924,,0,
"F-Son 27.5 mcg/spray",30922,,0,
"F-Pro Plus (137 mcg+50 mcg)/spray",33105,,0,
"F-Pro 50 mcg/spray",33104,,0,
"F-Lon 0.001",20425,,0,
"F-Gurd 0.05%+1%",28087,,0,
"Ezyout 5 mg/5 ml",32174,,0,
"Ezymilk 3333.33 IU/ml",32211,,1,
"Ezymas 50 mg",19991,,0,
"Ezylife Kids 5 mg/5 ml",29409,,4,
"Ezylife 100ml",26989,,5,
"Ezylife 10 mg",26988,,172,
"Ezylax 3.35 gm/5 ml",2382,,0,
"Ezykof Plus (100 mg+1.1 mg+14 mg)/5 ml",28445,,0,
"Ezykof (30 mg+100 mg+1.25 mg)/5 ml",26467,,0,
"Abac 125 mg/5 ml",6777,,0,
"Abac 500 mg",6776,,0,
"Famotid 20 mg",1667,,71,
"Famotid 50 mg/5 ml",31121,,1,
"Famotack 50 ml",29414,,6,
"Famotack 40 mg",30263,,50,
"Famotack 20 mg",1665,,497,
"Famonix 40 mg/5 ml",31820,,0,
"Famomax 40 mg",1672,,80,
"Famomax 40 mg/5 ml",30230,,19,
"Famomax 20 mg",1673,,319,
"Famoloc 20 mg",31972,,0,
"Famoloc 40 mg",31973,,0,
"Famoloc 40 mg/5 ml",31974,,0,
"Famogen 40 mg/5 ml",31620,,0,
"Famodin 40 mg/5 ml",32290,,2,
"Famodin 20 mg",16496,,145,
"Famodin 40 mg",16497,,0,
"Famina Z",13411,,0,
Famina,13254,,0,
"Famiclav (125 mg+31.25 mg)/5 ml 70ml",7419,,0,
"Famiclav 500mg+125mg",7418,,56,
"Famiclav 250 mg+62.5 mg",7417,,80,
"Famicef DS 250 mg/5 ml",28255,,0,
"Famicef 750 mg/vial",7231,,0,
"Famicef 1.5 gm/vial",7232,,0,
"Famicef 125 mg/5 ml",7230,,0,
"Famicef 250 mg",7228,,0,
"Famicef 500 mg",7229,,16,
"Falcon 50 mg",28088,,0,
"Falcon 150 mg",28089,,0,
"Factiq 320 mg",9403,,0,
"AB-DS 400 mg",25481,,0,
"Fastel 180 mg",20383,,20,
"Fastel 120 mg",20382,,35,
"Fastdol 325 mg+37.5 mg",10767,,100,
"Fastcut 30%+8%",10856,,0,
"Fastact 30 mg/5 ml",12926,,0,
"Fastact 120 mg",12925,,0,
"Fast XR 665 mg",10427,,200,
"Fast Plus 500 mg+65 mg",10584,,0,
"Fast 80 mg/15ml",10429,,0,
"Fast 120 mg/5 ml",10428,,0,
"Fast 500 mg",10432,,0,
"Fast 250 mg",10431,,30,
"Fast 125 mg",10430,,22,
"Farmorubicin 2 mg/ml",17250,,0,
"Farlan 50 mg",27769,,0,
"Farlan 150 mg",27770,,0,
"Farin 1 mg",28168,,0,
"Farin 2 mg",28169,,0,
"Farin 5 mg",25417,,0,
"Fardox 100 mg",8359,,0,
"Fapravir 200 mg",30001,,0,
"Fapiravir 200 mg",30152,,0,
"Fapdol 325 mg+37.5 mg",10784,,0,
"Fap Plus 500 mg+65 mg",10583,,0,
"Fap 500 mg",23396,,0,
"Famvir 250 mg",9710,,0,
"Famotin 40 mg",16501,,0,
"Famotin 20 mg",16500,,0,
"AB Kit 200 mg+200 mcg",26635,,1,
"A-Zyme 325 mg",2432,,0,
"Febustat 80 mg",11685,,20,
"Febus 40 mg",11682,,94,
"Febus 80 mg",11683,,0,
"Feburen 80 mg",11699,,10,
"Feburen 40 mg",11698,,0,
"Febulas 40 mg",11696,,60,
"Febox 40 mg",33112,,70,
"Fea XR 665 mg",10434,,0,
"Fea Plus 500 mg+65 mg",10585,,0,
"Fea 500 mg",10433,,0,
"Fea 120 mg/5 ml",10435,,0,
"Fe-Z 150 mg+0.5 mg+61.8 mg",13300,,0,
"FD-60 60 mg",32943,,0,
"FD-120 120 mg",32933,,0,
FBC,13230,,0,
"Faxilin 125 mg/5 ml",6246,,0,
"Faxilin 500 mg",6245,,0,
"Faxilin 250 mg",6244,,0,
"Favivir 200 mg",29489,,0,
"Favitab 200 mg",28684,,0,
"Favirest 200 mg",30891,,0,
"Faviravir 200 mg",29044,,0,
"Favirab 1000 IU/5 ml",15247,,0,
"Favira 200 mg",28861,,0,
"Favipira 200 mg",28003,,0,
"Favipir 200 mg",28462,,0,
"Favinil 200 mg",28621,,0,
"Favilar 200 mg",28860,,0,
"Favigan 200 mg",29045,,0,
"Fatisol 0.1",14796,,0,
"A-Tetra 0.01",8319,,0,
"Femicap 200 mg+200 mcg",13164,,0,
"Femex 15 mg/5 ml",4046,,0,
"Femavit Forte",13412,,0,
"Fematos 500 mg/10 ml",26551,,0,
"Fematos 100 mg/2 ml",26550,,0,
"Fematos 1 gm/20 ml",29127,,0,
"Femastin 1 mg",32845,,0,
"Femastin 0.001",5880,,2,
"Femara 2.5 mg",15174,,0,
"Femanol 0.5 mg+10 mg",4339,,0,
"Feluric 80 mg",11689,,0,
"Feluric 40 mg",11688,,90,
"Felo 5 mg",11776,,0,
"Felo 10 mg",11777,,0,
"Fegra 120 mg",12928,,0,
"Feglo-FZ 48 mg+0.5 mg+22.5 mg",31396,,20,
"Fefun 100000 unit/ml",9802,,0,
Fefovit,13251,,0,
"Fefa TR 150 mg+0.5 mg+61.8 mg",13286,,0,
"Feelnor MR 35 mg",3136,,10,
"Feelfree 1.8%+1%+0.4%",30340,,0,
"Feelbe TR 150 mg+0.5 mg+61.8 mg",13285,,0,
"Fedrin 25 mg/5 ml",3627,,0,
"Fecon-Z 150 mg+0.5 mg+61.8 mg",13284,,0,
"Fecon TR 150 mg+0.5 mg",13193,,0,
"Fecon BC",13231,,0,
"Febux 40 mg",11686,,55,
"A-Tetra 500 mg",8275,,0,
"A-Statin 10 mg",32492,,0,
"Fenitab 200 mg",29799,,0,
"Fenimex 45.5 mg/2 ml",30425,,0,
"Fengel SR 100 mg",11012,,0,
"Fengel 50 mg",11011,,0,
"Fengel 1% w/w",11010,,0,
"Fenazine 25 mg/ml",4300,,28,
"Fenaxo 30 mg/5 ml",20356,,0,
"Fenaxo 180 mg",20355,,0,
"Fenaxo 120 mg",20354,,0,
"Fenaxo 60 mg",12929,,0,
"Fenatrol 145 mg",3337,,110,
"Fenaton 500 mg",11390,,110,
"Fenat 0.0003",15947,,0,
"Fenat 100ml",3719,,4,
"Fenat 1 mg",3718,,180,
"Fenasol 0.0009",28950,,0,
"Fenargic 120 mg",27805,,0,
"Fenamic 50 mg/5 ml",11389,,0,
"Fenadin 50 ml",12085,,0,
"Fenadin 180 mg",12084,,45,
"Fenadin 120 mg",12083,,134,
"Fenadin 60 mg",12082,,50,
"Fenacin 100 mg",17373,,0,
"Femzole 2.5 mg",15181,,0,
"Femixit 0.5 mg+10 mg",4340,,0,
"Femitab 200 mg+200 mcg",13165,,0,
"Feminor 5 mg",28997,,180,
"Femikit 200 mg+200 mcg",31296,,0,
"A-Spasm 5 mg",23257,,0,
"FeonA FZ 48 mg+0.5 mg+22.5 mg",32991,,0,
"Feol TR 150 mg+0.5 mg+61.8 mg",13328,,0,
"Feofol-Cl 50 mg+0.5 mg",13216,,70,
"Feofol 150 mg+0.5 mg",13194,,0,
"Feofer DS 200 mg/10 ml",19947,,0,
"Feofer 100 mg/5 ml",13148,,0,
"Feocron Plus",13413,,0,
"Feocron 50 mg+0.50 mg+61.80 mg",13341,,0,
"Fentyl 100 mcg/2 ml",15459,,5,
"Fentizol VT 600 mg",19854276,,2,
"Fentikol 2% w/w",27260,,0,
"Fentigal VT 600 mg",27965,,0,
"Fentigal 2% w/w",15674,,0,
"Fenticona 2% w/w",26620,,0,
"Fentanyl Hexal 25 mcg/hour",15466,,0,
"Fentanyl 100 mcg/2 ml",30358,,0,
"Fenox 120 mg",20392,,0,
"Fenorat 200 mg",3342,,0,
"Fenolid 200 mg",3341,,0,
"Fenogard 200 mg",29252,,0,
"Fenofex 30 mg/5 ml",12091,,0,
"Fenofex 180 mg",12090,,0,
"Fenofex 120 mg",12089,,90,
"Fenofex 60 mg",12088,,0,
"Fenocol 200 mg",3340,,0,
"Fenocap 200 mg",3339,,110,
"Fenobate 200 mg",20172,,38,
"Fenobac 5 mg/5 ml",11779,,0,
"Fenobac 5 mg",11724,,0,
"Fenobac 10 mg",11725,,0,
"A-Rox 50 mg/5 ml",8789,,0,
"Fero Plus 200 mg+400 mcg",20191,,0,
"Fermid 50 mg",5957,,0,
"Feriz TR 150 mg+0.5 mg+61.8 mg",13289,,0,
"Ferix-V 50 mg+0.50 mg+61.80 mg",28286,,90,
"Ferium 500 mg/10 ml",31700,,0,
"Feristar 100 mg/5 ml",13137,,0,
"Ferisen 500 mg/10 ml",26101,,1,
"Ferisen 100 mg/2 ml",20175,,0,
"Ferisen 1 gm/20 ml",29183,,1,
"Feripon 500 mg",13156,,0,
"Ferintus 500 mg/10 ml",26297,,0,
"Ferintus 100 mg/2 ml",29389,,0,
"Ferinject 500",26538,,2,
"Ferina 200 mg+200 mcg",20200,,0,
"Ferimax 50 mg/2.5 ml",27597,,0,
"Ferimax 200 mg/10 ml",26207,,0,
"Ferimax 100 mg/5 ml",13136,,0,
"Ferigun S 200 mg/5 ml",12897,,0,
"Ferigun 200 mg+500 mcg",13167,,0,
"Ferdin 120 mg",32179,,0,
"Feraz 150 mg+0.5 mg+61.8 mg",13288,,0,
"Ferasirrox 250 mg",13153,,0,
"Fer-Z 50 mg+0.50 mg+61.80 mg",13344,,0,
Fer-V,13414,,0,
"Fer 50 mg+0.5 mg",13217,,0,
"Feozin 5 mg+20 mg",14672,,0,
"Feosil-Z 150 mg+0.5 mg+61.8 mg",13287,,0,
"FeonA Z",13261,,0,
"FeonA FZ 47 mg+0.5 mg+22.5 mg",13260,,0,
"A-Rox 300 mg",8788,,0,
"Ferox 100 mg/2 ml",30920,,0,
"Ferox 500 mg/10 ml",30919,,0,
"Ferovit TR",13233,,0,
"Ferovit TR 150 mg+0.5 mg+61.8 mg",20302,,0,
"Feroven 100 mg/5 ml",26884,,0,
"Ferotab 188 mg+0.50 mg+61.8 mg",29578,,0,
"Ferospan 150 mg+0.5 mg",13199,,120,
"Feroson-TR 200 mg+500 mcg",13169,,0,
"Feroson TR 150 mg+0.5 mg",13198,,0,
"Feroson 100 mg/5 ml",13170,,0,
"Feropreg TR 50 mg+0.50 mg+61.80 mg",13343,,0,
"Feroplus Z SR 150 mg+0.5 mg+61.8 mg",28537,,0,
"Feroplus TR 200 mg+200 mcg",28536,,0,
"Feroplus 100 mg/5 ml",28535,,0,
"Feromat 200 mg/5 ml",12898,,0,
"Ferolet TR Plus 150 mg+0.5 mg+61.8 mg",13295,,0,
"Ferolet BC",13232,,0,
"Ferol-TR 150 mg+0.5 mg+61.8 mg",13294,,0,
"Ferogurd 150 mg+0.5 mg+61.8 mg",13330,,0,
"Ferofolin TR 150 mg+0.5 mg+61.8 mg",13292,,0,
"Ferofol-Z 150 mg+0.5 mg+61.8 mg",13293,,0,
"Ferofol 200 mg+350 mcg",13161,,0,
"Ferofe Z TR 200 mg+200 mcg",13180,,0,
Ferocom,13262,,0,
"Ferocit-Z 150 mg+0.5 mg+61.8 mg",28257,,0,
"Ferocit TR 150 mg+0.5 mg",13196,,0,
"Feroblood 200 mg/5 ml",20235,,0,
"Fero TR 200 mg+200 mcg",13179,,0,
"A-Rox 150 mg",8787,,0,
"Fevrex Plus 500 mg+65 mg",10640,,0,
"Feviz Plus",13394,,70,
"Fevigra 100 mg",33005,,0,
"Feverin 100 mg",16634,,0,
"Fevedol 325 mg+37.5 mg",23578,,0,
"Fevac Extend 665 mg",29816,,0,
"Fevac 500 mg",29815,,0,
"Fevac 120 mg/5 ml",10442,,0,
"Feva Plus 500 mg+65 mg",10586,,0,
"Feva 125 mg",10439,,0,
"Feva 80 mg/ml",10438,,0,
"Feva 250 mg",10440,,0,
"Feva 120 mg/5 ml",10437,,0,
"Feva 500 mg",10441,,0,
"Festam 2.5% w/w   30gm",11346,,5,
"Fesler 120 mg",20363,,0,
"Fesler 180 mg",12092,,0,
"Fesler 30 mg/5 ml",12093,,0,
Fertimax,29504,,0,
"Fertil 50 mg",5958,,0,
"Ferrum 200 mg/5 ml",12901,,0,
"Ferrosobin G 300 mg/5 ml",12894,,0,
"Ferron-TR 200 mg+200 mcg",13182,,0,
"Ferrolin TR 150 mg+0.5 mg+61.8 mg",13298,,0,
"Ferroglobin 200 mg/5 ml",12900,,0,
"Ferro-Z TR 150 mg+0.5 mg+61.8 mg",13299,,0,
"Ferritin-TR 150 mg+0.5 mg",13201,,0,
"Ferozi-CI 50 mg+0.50 mg+61.80 mg",13357,,180,
"Ferozi 150 mg+0.5 mg+61.8 mg",13297,,40,
"A-Phenicol D 0.1%+0.5%",15795,,0,
"Fexomin 120 mg",12110,,100,
"Fexomin 60 mg",12109,,0,
"Fexomin 180 mg",20352,,0,
"Fexomin 50ml",12111,,5,
"Fexomax 60 mg",12932,,0,
"Fexole 120 mg",30324,,0,
"Fexofen 30 mg/5 ml",12108,,0,
"Fexofen 180 mg",12107,,0,
"Fexofen 120 mg",12106,,61,
"Fexofeda 120 mg",27240,,0,
"Fexofeda 180 mg",27241,,0,
"Fexofast 60 mg",20348,,0,
"Fexofast 120 mg",12103,,85,
"Fexofast 180 mg",12104,,50,
"Fexofast 30 mg/50 ml",12105,,0,
"Fexodin 120 mg",12101,,0,
"Fexodin 30 mg/5 ml",12102,,0,
"Fexocon 120 mg",12098,,0,
"Fexocon 180 mg",12099,,0,
"Fexocon 30 mg/5 ml",12100,,0,
"Fexocold 120 mg",32078,,130,
"Fexo 60 mg",12094,,76,
"Fexo 120 mg",12095,,211,
"Fexo 180 mg",12096,,78,
"Fexo 50ml",12097,,0,
"Fexirin 120 mg",20396,,0,
"Fexirin 180 mg",20397,,0,
"Fexan 200 mg",8958,,0,
"Fexan 550 mg",8959,,0,
"Fexadyne 120 mg",32911,,0,
"Arulina 500 mg",31922,,18,
"Fibi 500 mg",10443,,0,
"Fiberlax 3.5 gm/5.4 gm",27598,,4,
Fezovit,13370,,0,
"Fezol 2.5 mg",28258,,50,
Feziplex,13369,,0,
"Fezin-CI 50 mg+0.50 mg+61.80 mg",13345,,0,
"Fezifol-TR 150 mg+0.5 mg+61.8 mg",27387,,0,
"Fextive 120 mg",27913,,0,
"Fexten 30 mg/5 ml",12120,,0,
"Fexten 120 mg",12118,,30,
"Fexten 60 mg",12119,,0,
"Fexsil 120 mg",31473,,0,
"Fexsil 180 mg",31474,,0,
"Fexsil 30 mg/5 ml",31475,,0,
"Fexsil 0.5 mg+10 mg",31476,,0,
"Fexozen 120 mg",28757,,0,
"Fexozen 60 mg",28758,,0,
"Fexotab 120 mg",12934,,0,
"Fexotab 180 mg",12935,,0,
"Fexorush 180 mg",32079,,60,
"Fexoral 120 mg",20377,,80,
"Fexoral 180 mg",20378,,30,
"Fexoral 30 mg/5 ml",20379,,1,
"Fexonaaf 30 mg/5 ml",20367,,0,
"Fexonaaf 120 mg",20366,,0,
"Fexona 120 mg",12115,,0,
"Fexona 180 mg",12116,,0,
"Fexona 30 mg/5 ml",12117,,0,
"Fexon 120 mg",12112,,0,
"Fexon 180 mg",12113,,0,
"A-Phenicol 0.005",8883,,0,
"Filmet 200 mg/5 ml",10101,,0,
"Filmet 100 ml",10102,,9,
"Filmet 400 mg",10099,,41,
"Filin 125 mg/5 ml",602,,0,
"Filin 100 mg",603,,0,
"Filgrast 300 mcg/0.5 ml",15200,,0,
"Filgen 300 mcg/0.5 ml",17328,,0,
"Filfresh 3 mg",5976,,50,
"Filazine 100 mg",10357,,0,
"Filastin 300 mcg/0.5 ml",17313,,0,
"Fightex 500 mg",25802,,0,
"Fightex 250 mg",25801,,0,
"Ficlox 500 mg/vial",6192,,0,
"Ficlox 125 mg/5 ml",6190,,0,
"Ficlox 500 mg",6189,,0,
"Ficef 125 mg/5 ml",30091,,0,
"Ficef 500 mg",30090,,0,
"Fibroz 150 mg",30342,,0,
"Fibroz 100 mg",30341,,0,
"Fibrostat 500 mg",3313,,0,
"Fibrostat 500 mg/5 ml",3314,,0,
"Fibropress 5 mg",26712,,10,
"Fibrino 500 mg/5 ml",29941,,0,
"Fibrino 500 mg",3311,,0,
"Fibre 200 mg",27914,,0,
"Fibosyl 3.5 gm/5.4 gm",31904,,0,
"Fibosyl 3.5 gm/sachet",31925,,0,
"Fibolac 10 gm/sachet",21350,,0,
"Fibi Plus 500 mg+65 mg",10587,,0,
"A-Pak 100 mg",10,,0,
"Finorex 20 mg",32757,,0,
"Finorex 10 mg",32756,,0,
"Finix 10 mg",24031,,100,
"Finix 20 mg",27046,,289,
"Fineron 10 mg",33032,,50,
"Fimoxyl DS 250 mg/5 ml",6524,,0,
"Fimoxyl 125 mg/5 ml",6523,,0,
"Fimoxyl 125 mg/1.25 ml",6522,,0,
"Fimoxyl 500 mg",6520,,179,
"Fimoxyl 250 mg",6519,,0,
"Fimoxyclav BID (400 mg+57.50 mg)/5 ml",913,,0,
"Fimoxyclav 1g",908,,27,
"Fimoxyclav 1.2mg",914,,0,
"Fimoxyclav 625mg",912,,51,
"Fimoxyclav (500 mg+100 mg)/10 ml",911,,0,
"Fimoxyclav 250 mg+125 mg",910,,30,
"Fimoxyclav 875 mg+125 mg",909,,26,
"Filwel Teen Hr",14203,,3,
"Filwel Teen Hm",14202,,3,
"Filwel Silver",14143,,2,
"Filwel Kids",13545,,0,
"Filwel Gold",14094,,0,
"Filtear 0.4%+0.3%",16172,,0,
"Filodox SR 400 mg",26915,,130,
"Filodox 200 mg",26912,,60,
"Filodox 400 mg",26913,,0,
"Filodox 100 mg/5 ml",26914,,1,
"Filmet DS 800 mg",10100,,0,
"A-One XR 665 mg",23388,,0,
"A-One Plus 500 mg+65 mg",27176,,0,
"Fixcef 250 mg",7233,,28,
"Fixcef 125 mg/5 ml",7235,,0,
"Fixcef 500 mg",7234,,28,
"Fixbac DS 200 mg/5 ml",27979,,0,
"Fixbac 400 mg",7571,,0,
"Fixbac 200 mg",7570,,0,
"Fixbac 100 mg/5 ml",7572,,0,
"Fixbac 25 mg/ml",27980,,0,
"Fixal 50ml",12125,,3,
"Fixal 180 mg",12124,,25,
"Fixal 120 mg",12123,,82,
"Fixal 60 mg",12122,,0,
"Fixal 30 mg",12121,,0,
"Fix-A DS 400 mg",7567,,70,
"Fix-A DS 200 mg/50 ml",7569,,0,
"Fix-A 200 mg",7566,,62,
"Fix-A 100 mg/5 ml",7568,,0,
"Fix-A 25 mg/ml",18710,,0,
"Fivita Z",29999,,5,
"Fit Plus 200 mg+200 mcg",13183,,0,
"Firmvit (30)Pc",14179,,2,
"Firmagon 80 mg/vial",30018,,0,
"Firmagon 120 mg/vial",30019,,0,
"Firmac 500 mg",8490,,0,
"Firmac 250 mg",8489,,0,
"Firmac 125 mg/5 ml",30164,,0,
"Fiprox 500 mg",28336,,0,
"Fiprox 250 mg",28337,,0,
"Fiprox 750 mg",28338,,0,
"Fintop 0.01",12984,,0,
"A-One 120 mg/5 ml",27175,,0,
Fizz-CI,27916,,0,
"Fizyth 500 mg",8641,,0,
FizyCal-M,32405,,0,
"FizyCal-D 1358.196 mg+600 mg+400 IU",18448,,0,
"Fizi 5 mg",31738,,40,
"Fizi 10 mg",31739,,50,
"Fixvel 400 mg+100 mg",27314,,0,
"Fixpro DS 200 mg/5 ml",26174,,0,
"Fixpro 200 mg",7563,,24,
"Fixpro 400 mg",7564,,0,
"Fixpro 100 mg/5 ml",7565,,0,
"Fixotim 200 mg",32510,,0,
"Fixotim 100 mg/5 ml",32512,,0,
"Fixotim 400 mg",32511,,0,
"Fixonac 100 mg",46,,0,
"Fixolin 100 mg/5 ml",16458,,0,
"Fixolin 400 mg",16457,,130,
"Fixolin 200 mg",26298,,20,
"Fixocard 5 mg+25 mg",833,,70,
"Fixocard 5 mg+50 mg",834,,50,
"Fixim 200 mg",18796,,0,
"Fixim 100 mg/5 ml",28119,,0,
"Fixgut 5 mg/5 ml",15892,,0,
"Fixgut 10 mg",15876,,0,
"Fixen 120 mg",12126,,0,
"Fixen 180 mg",27966,,0,
"Fixen 30 mg/5 ml",27967,,0,
